employee_id,age,gender,department,years_of_experience,salary,performance_score,training_hours,job_satisfaction,last_promotion
1109,44.0,Male,Marketing,2.0,,5.0,29.0,4.0,
1110,50.0,Male,,12.0,119950.0,6.0,,4.0,4.0
1111,21.0,Male,IT,16.0,35126.0,4.0,13.0,2.0,4.0
1112,39.0,Male,HR,4.0,122144.0,1.0,35.0,1.0,7.0
1113,19.0,Female,Sales,7.0,33762.0,7.0,,5.0,6.0
1114,,Male,Sales,18.0,32786.0,7.0,18.0,2.0,2.0
1115,22.0,Female,Marketing,17.0,97078.0,6.0,11.0,1.0,
1116,27.0,Female,IT,0.0,146363.0,4.0,14.0,1.0,7.0
1117,50.0,Female,IT,3.0,108349.0,10.0,8.0,5.0,
1118,55.0,Male,IT,,46417.0,8.0,26.0,3.0,
1119,30.0,Male,Sales,13.0,91305.0,8.0,19.0,5.0,
1120,48.0,Male,Finance,10.0,46294.0,1.0,27.0,,1.0
1121,64.0,Female,,8.0,98335.0,9.0,24.0,1.0,0.0
1122,53.0,Male,Sales,12.0,113775.0,8.0,15.0,3.0,5.0
1123,62.0,Female,Sales,16.0,140176.0,2.0,17.0,,0.0
1124,41.0,Female,Finance,14.0,102459.0,9.0,35.0,4.0,7.0
1125,32.0,Male,HR,1.0,130989.0,4.0,3.0,5.0,0.0
1126,46.0,Female,Marketing,5.0,80209.0,10.0,20.0,,7.0
1127,25.0,Male,HR,6.0,36938.0,6.0,26.0,3.0,5.0
1128,22.0,Male,HR,1.0,116421.0,2.0,0.0,3.0,8.0
1129,46.0,Male,Sales,12.0,125249.0,10.0,4.0,3.0,
1130,64.0,Male,HR,9.0,134875.0,4.0,9.0,1.0,6.0
1131,21.0,Female,Sales,15.0,73921.0,2.0,20.0,1.0,
1132,29.0,Male,Sales,8.0,34388.0,9.0,9.0,1.0,4.0
1133,62.0,,,7.0,101558.0,9.0,25.0,,0.0
1134,19.0,Female,IT,14.0,98163.0,5.0,15.0,3.0,4.0
1135,44.0,Female,Sales,6.0,148508.0,3.0,,1.0,7.0
1136,48.0,Male,HR,18.0,37247.0,3.0,2.0,4.0,9.0
1137,53.0,Female,Marketing,3.0,139653.0,1.0,19.0,3.0,2.0
1138,53.0,Female,HR,8.0,99179.0,8.0,4.0,3.0,5.0
1139,43.0,Male,IT,18.0,52575.0,3.0,,3.0,3.0
1140,60.0,,Finance,1.0,50146.0,4.0,24.0,1.0,7.0
1141,44.0,Male,,6.0,52371.0,2.0,24.0,2.0,1.0
1142,22.0,Female,Marketing,18.0,122243.0,8.0,11.0,4.0,
1143,37.0,Female,IT,,137102.0,3.0,0.0,4.0,5.0
1144,28.0,Female,IT,14.0,81507.0,2.0,2.0,2.0,
1145,27.0,Female,,,,1.0,20.0,4.0,7.0
1146,57.0,Male,Marketing,5.0,,10.0,4.0,1.0,1.0
1147,55.0,Male,HR,0.0,124028.0,2.0,,3.0,8.0
1148,23.0,Male,Sales,13.0,140771.0,2.0,3.0,2.0,6.0
1149,25.0,Female,Finance,0.0,78723.0,4.0,18.0,3.0,9.0
1150,40.0,Female,Finance,5.0,113253.0,1.0,,4.0,3.0
1151,64.0,Male,Finance,17.0,115928.0,1.0,7.0,5.0,
1152,43.0,Female,IT,16.0,114393.0,6.0,36.0,4.0,1.0
1153,63.0,Male,Marketing,1.0,101679.0,5.0,23.0,4.0,7.0
1154,60.0,Male,Marketing,7.0,90901.0,1.0,3.0,2.0,1.0
1155,29.0,Male,,20.0,132037.0,6.0,23.0,3.0,1.0
1156,43.0,Male,Sales,1.0,48470.0,8.0,18.0,2.0,8.0
1157,30.0,Male,Marketing,15.0,49734.0,5.0,,1.0,3.0
1158,57.0,Male,Marketing,3.0,43103.0,3.0,,3.0,6.0
1159,35.0,Male,IT,1.0,77728.0,3.0,20.0,1.0,9.0
1160,42.0,Male,HR,4.0,120487.0,2.0,16.0,1.0,
1161,50.0,Female,Finance,,97488.0,9.0,7.0,2.0,
1162,64.0,Male,IT,1.0,66478.0,9.0,30.0,,0.0
1163,57.0,Other,IT,13.0,80845.0,7.0,18.0,5.0,9.0
1164,60.0,Male,IT,19.0,142333.0,1.0,10.0,4.0,0.0
1165,29.0,Male,Finance,6.0,60766.0,1.0,22.0,,9.0
1166,61.0,Male,IT,14.0,,4.0,36.0,3.0,9.0
1167,53.0,Male,HR,17.0,75240.0,2.0,27.0,2.0,
1168,65.0,Female,,,120183.0,3.0,22.0,3.0,5.0
1169,21.0,Male,HR,11.0,61288.0,2.0,11.0,5.0,
1170,22.0,Female,Marketing,1.0,97310.0,1.0,15.0,2.0,3.0
1171,54.0,Female,Marketing,11.0,145261.0,3.0,15.0,,
1172,25.0,Female,IT,5.0,67432.0,7.0,13.0,1.0,1.0
1173,59.0,,IT,0.0,100595.0,10.0,6.0,4.0,
1174,45.0,Female,Finance,20.0,148754.0,9.0,20.0,4.0,
1175,48.0,Male,Sales,0.0,134775.0,10.0,20.0,2.0,9.0
1176,26.0,Female,HR,14.0,52497.0,9.0,,4.0,9.0
1177,46.0,,,15.0,58283.0,8.0,34.0,,6.0
1178,31.0,Male,Finance,6.0,142597.0,6.0,23.0,4.0,
1179,57.0,Male,HR,13.0,71112.0,1.0,0.0,1.0,5.0
1180,58.0,Female,HR,18.0,71688.0,8.0,,2.0,1.0
1181,39.0,Female,Marketing,,142039.0,8.0,19.0,5.0,4.0
1182,28.0,Male,Sales,12.0,106007.0,9.0,,2.0,
1183,40.0,Female,IT,20.0,105280.0,10.0,17.0,1.0,
1184,18.0,Male,Sales,11.0,99199.0,6.0,2.0,3.0,9.0
1185,63.0,Male,Sales,0.0,90911.0,3.0,26.0,,5.0
1186,54.0,Male,IT,11.0,42463.0,6.0,5.0,,
1187,38.0,Male,Sales,3.0,111914.0,8.0,3.0,3.0,
1188,43.0,Male,Finance,14.0,118614.0,7.0,0.0,1.0,3.0
1189,63.0,Female,Finance,15.0,68909.0,8.0,20.0,3.0,
1190,53.0,Female,IT,14.0,36160.0,3.0,,3.0,2.0
1191,40.0,Male,IT,7.0,140840.0,8.0,27.0,2.0,10.0
1192,18.0,Female,HR,18.0,57682.0,5.0,17.0,,10.0
1193,57.0,Female,HR,14.0,121111.0,7.0,34.0,4.0,10.0
1194,32.0,Female,Sales,17.0,135446.0,4.0,20.0,,10.0
1195,38.0,Female,Sales,10.0,126401.0,3.0,15.0,,1.0
1196,64.0,Male,IT,8.0,51405.0,6.0,25.0,4.0,1.0
1197,26.0,Female,Sales,0.0,118790.0,9.0,38.0,1.0,5.0
1198,26.0,Female,Marketing,8.0,69076.0,4.0,,1.0,0.0
1199,27.0,Male,Finance,11.0,39326.0,9.0,22.0,5.0,3.0
1200,43.0,Male,Sales,1.0,67510.0,3.0,,2.0,8.0
1201,58.0,Female,Sales,10.0,115065.0,6.0,2.0,2.0,2.0
1202,52.0,Male,HR,20.0,,5.0,,,7.0
1203,42.0,Other,Marketing,13.0,131019.0,9.0,23.0,,8.0
1204,,,Sales,1.0,,6.0,22.0,3.0,1.0
1205,28.0,Female,Finance,14.0,71313.0,2.0,5.0,4.0,
1206,55.0,Male,Sales,20.0,51777.0,4.0,20.0,4.0,5.0
1207,19.0,Female,IT,20.0,92382.0,5.0,4.0,4.0,4.0
1208,24.0,Female,Marketing,17.0,72262.0,9.0,,4.0,5.0
1209,35.0,Male,Sales,13.0,116002.0,1.0,39.0,4.0,
1210,44.0,Female,Marketing,20.0,66499.0,9.0,12.0,5.0,6.0
1211,51.0,Male,,11.0,45390.0,10.0,18.0,5.0,4.0
1212,44.0,Male,Finance,,75581.0,1.0,,,4.0
1213,34.0,Male,Finance,13.0,87853.0,1.0,2.0,,
1214,60.0,Female,Marketing,,47921.0,4.0,30.0,1.0,
1215,61.0,Male,HR,4.0,,6.0,38.0,2.0,9.0
1216,41.0,Male,,,62945.0,,12.0,4.0,6.0
1217,42.0,Male,IT,5.0,48760.0,1.0,40.0,1.0,7.0
1218,24.0,Female,HR,11.0,70506.0,4.0,10.0,2.0,4.0
1219,23.0,Female,Marketing,1.0,137296.0,8.0,40.0,1.0,3.0
1220,41.0,Male,HR,3.0,85983.0,6.0,10.0,2.0,1.0
1221,50.0,Male,IT,,33243.0,5.0,0.0,3.0,4.0
1222,46.0,,Sales,15.0,125627.0,1.0,34.0,1.0,5.0
1223,60.0,Male,,0.0,,3.0,34.0,4.0,10.0
1224,39.0,Female,Marketing,0.0,112857.0,7.0,2.0,4.0,8.0
1225,43.0,Female,,13.0,49411.0,10.0,3.0,5.0,5.0
1226,45.0,Female,IT,10.0,113940.0,3.0,23.0,3.0,5.0
1227,38.0,Male,IT,11.0,90126.0,5.0,29.0,3.0,5.0
1228,24.0,Female,Finance,,53586.0,6.0,31.0,1.0,7.0
1229,34.0,Female,Finance,5.0,110168.0,9.0,19.0,2.0,5.0
1230,,Female,,11.0,140036.0,3.0,35.0,5.0,10.0
1231,58.0,Male,Sales,20.0,97510.0,6.0,12.0,3.0,10.0
1232,37.0,Male,Marketing,11.0,88862.0,2.0,38.0,3.0,
1233,39.0,,Finance,9.0,139165.0,9.0,3.0,4.0,0.0
1234,45.0,Female,Marketing,7.0,31258.0,9.0,27.0,4.0,9.0
1235,57.0,,IT,,135356.0,7.0,39.0,2.0,1.0
1236,24.0,Male,Sales,18.0,,9.0,6.0,,
1237,18.0,Male,IT,6.0,72202.0,4.0,8.0,2.0,2.0
1238,49.0,Male,Marketing,13.0,43528.0,10.0,21.0,1.0,
1239,30.0,Female,,3.0,114673.0,1.0,3.0,5.0,3.0
1240,47.0,Female,IT,0.0,117714.0,1.0,,,5.0
1241,40.0,Male,HR,7.0,147363.0,2.0,32.0,2.0,9.0
1242,36.0,Male,Sales,4.0,110544.0,10.0,,1.0,6.0
1243,,Male,Marketing,7.0,107400.0,3.0,2.0,5.0,8.0
1244,47.0,Female,Finance,7.0,128723.0,2.0,34.0,2.0,7.0
1245,46.0,Female,,20.0,137148.0,4.0,,3.0,5.0
1246,,Female,Sales,6.0,98407.0,,6.0,5.0,8.0
1247,46.0,Male,Finance,18.0,90589.0,3.0,,4.0,3.0
1248,47.0,Female,IT,3.0,61432.0,4.0,34.0,3.0,10.0
1249,33.0,Male,Marketing,19.0,45202.0,2.0,2.0,4.0,5.0
1250,57.0,Female,HR,5.0,108637.0,1.0,17.0,5.0,6.0
1251,36.0,Male,,11.0,129171.0,8.0,2.0,5.0,1.0
1252,35.0,Female,Marketing,17.0,46238.0,7.0,38.0,4.0,0.0
1253,18.0,Female,Sales,11.0,41179.0,10.0,26.0,1.0,9.0
1254,31.0,Female,Marketing,17.0,120285.0,2.0,8.0,,7.0
1255,64.0,Female,IT,2.0,60793.0,8.0,16.0,2.0,7.0
1256,19.0,Male,Sales,9.0,38004.0,10.0,40.0,,10.0
1257,45.0,Male,HR,6.0,144462.0,3.0,4.0,5.0,6.0
1258,,Female,IT,2.0,51116.0,7.0,3.0,4.0,8.0
1259,55.0,Male,Finance,18.0,116047.0,1.0,13.0,4.0,8.0
1260,21.0,Male,Finance,,143917.0,3.0,28.0,,
1261,18.0,Male,Finance,,116512.0,9.0,10.0,,
1262,25.0,Female,HR,9.0,,4.0,21.0,1.0,8.0
1263,46.0,,Marketing,5.0,130546.0,,4.0,,0.0
1264,56.0,Male,Sales,0.0,108351.0,6.0,11.0,2.0,0.0
1265,20.0,Male,HR,5.0,32488.0,1.0,,5.0,4.0
1266,49.0,Male,IT,7.0,113432.0,10.0,14.0,,
1267,27.0,Female,IT,14.0,101152.0,,23.0,5.0,1.0
1268,27.0,Other,Finance,7.0,147459.0,,12.0,2.0,4.0
1269,36.0,Female,Sales,5.0,146331.0,3.0,31.0,5.0,6.0
1270,63.0,Male,Finance,18.0,62791.0,2.0,25.0,5.0,5.0
1271,51.0,Female,,13.0,130641.0,8.0,39.0,2.0,4.0
1272,50.0,Female,IT,1.0,147631.0,6.0,25.0,3.0,
1273,40.0,Male,Marketing,6.0,61027.0,1.0,35.0,1.0,8.0
1274,45.0,Female,Marketing,7.0,42591.0,6.0,29.0,4.0,7.0
1275,49.0,Female,Marketing,9.0,136326.0,1.0,,1.0,10.0
1276,24.0,Female,Finance,12.0,,9.0,23.0,4.0,2.0
1277,46.0,Female,Sales,20.0,146404.0,3.0,37.0,,6.0
1278,25.0,Male,Marketing,19.0,135398.0,1.0,17.0,2.0,2.0
1279,18.0,Male,HR,0.0,34133.0,1.0,,2.0,
1280,20.0,Female,Marketing,8.0,85681.0,2.0,21.0,4.0,5.0
1281,41.0,Male,Finance,,96280.0,6.0,,2.0,2.0
1282,40.0,Male,Sales,19.0,93044.0,1.0,,2.0,7.0
1283,25.0,Female,Marketing,,116097.0,7.0,6.0,2.0,2.0
1284,64.0,Female,Sales,19.0,59813.0,4.0,11.0,1.0,4.0
1285,54.0,Male,HR,10.0,120105.0,7.0,,2.0,2.0
1286,20.0,Female,IT,4.0,35940.0,4.0,10.0,3.0,
1287,50.0,Female,Sales,,128353.0,,2.0,4.0,9.0
1288,45.0,,Marketing,6.0,53196.0,4.0,26.0,1.0,
1289,64.0,Male,Finance,2.0,36217.0,10.0,6.0,1.0,5.0
1290,25.0,Male,Finance,,49433.0,,1.0,5.0,9.0
1291,51.0,Male,Finance,14.0,40934.0,8.0,,5.0,3.0
1292,52.0,Male,Finance,7.0,84377.0,2.0,2.0,2.0,9.0
1293,49.0,Male,Sales,19.0,103404.0,8.0,16.0,1.0,
1294,41.0,Male,,4.0,115809.0,10.0,0.0,1.0,
1295,31.0,Male,IT,2.0,136255.0,1.0,33.0,2.0,10.0
1296,49.0,Female,HR,4.0,56198.0,7.0,12.0,4.0,2.0
1297,63.0,Male,Sales,8.0,95373.0,7.0,13.0,1.0,10.0
1298,60.0,Female,Sales,15.0,,6.0,,5.0,3.0
1299,33.0,Female,Finance,13.0,77787.0,4.0,33.0,2.0,3.0
1300,21.0,Male,Finance,,56363.0,5.0,,1.0,0.0
1301,,Female,Sales,6.0,77459.0,1.0,40.0,5.0,
1302,38.0,Female,Finance,14.0,54019.0,2.0,24.0,3.0,8.0
1303,31.0,Male,Finance,7.0,84927.0,10.0,,1.0,2.0
1304,48.0,Female,,2.0,115275.0,7.0,35.0,,4.0
1305,65.0,Male,Finance,,55589.0,,10.0,5.0,1.0
1306,35.0,Female,Finance,19.0,93672.0,8.0,20.0,,0.0
1307,24.0,Male,Marketing,17.0,71113.0,7.0,19.0,5.0,6.0
1308,27.0,Female,Marketing,14.0,41093.0,10.0,28.0,2.0,9.0
1309,24.0,Male,Marketing,9.0,101797.0,8.0,3.0,1.0,8.0
1310,50.0,Female,Sales,2.0,147002.0,4.0,33.0,2.0,3.0
1311,40.0,Male,HR,14.0,115376.0,1.0,40.0,4.0,3.0
1312,38.0,Female,Sales,5.0,77940.0,7.0,16.0,1.0,
1313,36.0,Female,Marketing,10.0,,1.0,11.0,1.0,2.0
1314,65.0,Male,Sales,10.0,116186.0,7.0,3.0,5.0,1.0
1315,36.0,Female,HR,18.0,137112.0,9.0,40.0,1.0,2.0
1316,53.0,Male,Finance,2.0,82201.0,5.0,13.0,4.0,
1317,46.0,Female,IT,12.0,51027.0,2.0,3.0,5.0,7.0
1318,35.0,Female,Marketing,,133608.0,1.0,33.0,5.0,7.0
1319,19.0,Female,Marketing,20.0,113845.0,8.0,17.0,3.0,4.0
1320,18.0,Female,HR,10.0,102381.0,4.0,12.0,1.0,10.0
1321,64.0,Male,Finance,10.0,36810.0,8.0,9.0,3.0,
1322,22.0,Male,Finance,12.0,45228.0,2.0,,4.0,9.0
1323,37.0,Male,,,65225.0,,8.0,1.0,1.0
1324,28.0,Female,Finance,5.0,102418.0,3.0,19.0,3.0,7.0
1325,59.0,Male,HR,,56187.0,4.0,,3.0,9.0
1326,19.0,Female,Finance,,34241.0,9.0,,5.0,8.0
1327,20.0,Female,HR,11.0,49493.0,9.0,16.0,3.0,10.0
1328,40.0,Male,Marketing,13.0,40729.0,5.0,7.0,3.0,6.0
1329,29.0,Female,Marketing,10.0,42549.0,7.0,16.0,1.0,8.0
1330,37.0,Male,Marketing,20.0,68013.0,9.0,20.0,1.0,
1331,22.0,Male,Sales,9.0,138123.0,1.0,24.0,5.0,10.0
1332,54.0,Female,,2.0,54347.0,2.0,19.0,1.0,5.0
1333,55.0,Male,HR,12.0,67208.0,6.0,24.0,4.0,5.0
1334,47.0,Male,IT,17.0,94772.0,3.0,20.0,,6.0
1335,26.0,Female,Finance,12.0,70378.0,7.0,,4.0,
1336,51.0,Male,Marketing,13.0,31998.0,5.0,12.0,1.0,10.0
1337,61.0,Other,Sales,13.0,90270.0,10.0,29.0,1.0,8.0
1338,52.0,Other,Sales,6.0,80283.0,8.0,12.0,5.0,0.0
1339,39.0,Male,HR,11.0,64760.0,1.0,39.0,3.0,7.0
1340,61.0,Male,IT,3.0,142172.0,9.0,6.0,2.0,9.0
1341,41.0,Female,Marketing,15.0,144100.0,10.0,11.0,2.0,1.0
1342,34.0,Male,,18.0,,6.0,1.0,1.0,9.0
1343,27.0,Male,Sales,9.0,133344.0,5.0,13.0,4.0,
1344,47.0,Female,HR,15.0,,8.0,16.0,5.0,6.0
1345,63.0,Male,Sales,4.0,57737.0,4.0,12.0,3.0,4.0
1346,40.0,Female,Sales,15.0,95750.0,9.0,0.0,1.0,
1347,49.0,Male,IT,0.0,68514.0,5.0,0.0,4.0,10.0
1348,34.0,Male,HR,4.0,92782.0,1.0,25.0,1.0,9.0
1349,34.0,Male,IT,12.0,87947.0,8.0,12.0,,6.0
1350,31.0,Other,HR,12.0,86133.0,9.0,33.0,1.0,7.0
1351,26.0,Female,Marketing,2.0,66537.0,5.0,,4.0,1.0
1352,57.0,Female,Finance,16.0,133171.0,5.0,,2.0,9.0
1353,19.0,Male,Finance,18.0,80232.0,6.0,,1.0,10.0
1354,62.0,Male,HR,4.0,124766.0,,22.0,2.0,8.0
1355,42.0,Male,Finance,4.0,105153.0,5.0,40.0,5.0,5.0
1356,56.0,Female,Sales,14.0,,2.0,,4.0,10.0
1357,26.0,Female,Marketing,9.0,112394.0,3.0,29.0,4.0,5.0
1358,39.0,Female,Marketing,,39323.0,10.0,6.0,5.0,5.0
1359,60.0,Male,Finance,10.0,145550.0,3.0,13.0,4.0,
1360,63.0,Female,HR,0.0,104539.0,9.0,1.0,4.0,6.0
1361,,Male,Sales,20.0,77283.0,8.0,11.0,1.0,1.0
1362,43.0,Other,HR,2.0,67040.0,6.0,1.0,3.0,
1363,46.0,Male,,3.0,38678.0,5.0,27.0,1.0,4.0
1364,62.0,Female,Marketing,18.0,,10.0,,5.0,5.0
1365,51.0,Male,Marketing,19.0,115028.0,2.0,11.0,5.0,0.0
1366,,Male,HR,2.0,122734.0,9.0,29.0,3.0,0.0
1367,54.0,Female,IT,17.0,112187.0,10.0,39.0,1.0,
1368,28.0,Male,HR,2.0,120896.0,8.0,39.0,1.0,6.0
1369,23.0,Male,IT,6.0,115793.0,5.0,21.0,,0.0
1370,35.0,Female,HR,,,,17.0,2.0,8.0
1371,38.0,Female,IT,0.0,134835.0,,13.0,2.0,2.0
1372,59.0,Female,IT,18.0,114321.0,1.0,,1.0,
1373,53.0,Male,,17.0,116829.0,4.0,9.0,2.0,1.0
1374,58.0,Female,IT,1.0,57917.0,5.0,35.0,1.0,5.0
1375,55.0,Female,Sales,11.0,90415.0,9.0,8.0,5.0,
1376,51.0,Male,IT,16.0,147004.0,5.0,,1.0,4.0
1377,34.0,Female,IT,20.0,87328.0,5.0,26.0,2.0,
1378,54.0,Male,Marketing,20.0,143968.0,3.0,,3.0,8.0
1379,42.0,Male,Sales,2.0,125477.0,8.0,0.0,5.0,3.0
1380,55.0,Male,IT,11.0,,7.0,,4.0,7.0
1381,29.0,Male,Finance,11.0,117106.0,8.0,10.0,3.0,6.0
1382,40.0,Female,Sales,5.0,46660.0,4.0,,3.0,6.0
1383,59.0,Female,Marketing,9.0,87650.0,8.0,1.0,4.0,0.0
1384,39.0,Female,HR,5.0,125781.0,,23.0,5.0,
1385,38.0,Female,,13.0,145318.0,4.0,19.0,4.0,5.0
1386,44.0,Male,Marketing,1.0,,1.0,39.0,5.0,9.0
1387,48.0,Female,Sales,10.0,85813.0,4.0,14.0,5.0,7.0
1388,23.0,Female,Sales,14.0,86593.0,,5.0,5.0,
1389,44.0,Male,Finance,7.0,102936.0,10.0,19.0,3.0,7.0
1390,57.0,Female,Finance,12.0,129441.0,8.0,21.0,,
1391,51.0,Other,,18.0,127704.0,10.0,1.0,4.0,7.0
1392,29.0,Female,Sales,9.0,36968.0,6.0,14.0,3.0,4.0
1393,62.0,Female,Sales,8.0,97249.0,10.0,33.0,5.0,8.0
1394,24.0,Male,HR,17.0,39240.0,5.0,30.0,2.0,3.0
1395,27.0,Male,Marketing,,72543.0,3.0,29.0,2.0,5.0
1396,62.0,Male,Finance,2.0,66119.0,4.0,27.0,5.0,10.0
1397,34.0,Female,Finance,11.0,136397.0,6.0,32.0,,1.0
1398,43.0,Female,IT,14.0,60038.0,6.0,,1.0,2.0
1399,38.0,Other,HR,20.0,43100.0,6.0,20.0,,3.0
1400,45.0,Male,Sales,12.0,72794.0,2.0,22.0,1.0,2.0
1401,63.0,Male,Sales,5.0,134519.0,8.0,12.0,3.0,6.0
1402,19.0,Female,,7.0,78121.0,8.0,25.0,4.0,8.0
1403,60.0,Female,Finance,13.0,39143.0,6.0,18.0,2.0,5.0
1404,18.0,Male,,2.0,89376.0,4.0,26.0,2.0,2.0
1405,53.0,Female,IT,15.0,113144.0,2.0,39.0,2.0,
1406,43.0,Female,Finance,17.0,117365.0,6.0,,5.0,0.0
1407,46.0,Female,Marketing,16.0,136528.0,6.0,,3.0,
1408,38.0,Female,HR,17.0,112016.0,10.0,39.0,5.0,10.0
1409,28.0,Male,Finance,,99894.0,3.0,35.0,2.0,10.0
1410,57.0,Other,Marketing,,110745.0,2.0,6.0,4.0,9.0
1411,28.0,Female,IT,15.0,108737.0,4.0,,,9.0
1412,53.0,Male,HR,20.0,98677.0,8.0,23.0,5.0,
1413,56.0,Male,Sales,1.0,,5.0,27.0,2.0,1.0
1414,,Female,Sales,,122889.0,3.0,4.0,1.0,4.0
1415,52.0,Male,Marketing,3.0,107006.0,5.0,35.0,1.0,0.0
1416,51.0,,Finance,10.0,46555.0,9.0,30.0,5.0,0.0
1417,64.0,Female,IT,6.0,,8.0,,1.0,
1418,41.0,Male,Marketing,16.0,125133.0,10.0,23.0,3.0,3.0
1419,39.0,Female,IT,18.0,60090.0,,9.0,3.0,5.0
1420,22.0,Male,IT,5.0,76335.0,,,5.0,
1421,,Female,IT,9.0,55476.0,2.0,4.0,1.0,1.0
1422,53.0,Male,HR,20.0,94775.0,9.0,30.0,3.0,4.0
1423,64.0,Male,Marketing,,94004.0,3.0,8.0,,10.0
1424,,Male,HR,0.0,92473.0,6.0,31.0,2.0,
1425,36.0,Female,Finance,6.0,104469.0,7.0,40.0,1.0,4.0
1426,52.0,Female,Finance,20.0,70305.0,3.0,4.0,1.0,2.0
1427,60.0,Male,Sales,15.0,105650.0,3.0,26.0,5.0,3.0
1428,34.0,Female,Sales,16.0,126808.0,3.0,27.0,2.0,10.0
1429,,Female,,,73657.0,3.0,11.0,,1.0
1430,60.0,Other,Finance,9.0,129262.0,3.0,4.0,3.0,6.0
1431,51.0,Male,IT,6.0,61858.0,7.0,7.0,,2.0
1432,26.0,Female,IT,12.0,149358.0,5.0,16.0,4.0,5.0
1433,43.0,Male,Marketing,6.0,71303.0,4.0,7.0,4.0,8.0
1434,19.0,Male,,14.0,33481.0,6.0,33.0,3.0,6.0
1435,26.0,Other,Sales,16.0,,8.0,22.0,1.0,
1436,26.0,,Finance,2.0,92841.0,2.0,17.0,1.0,1.0
1437,57.0,Male,IT,4.0,37931.0,3.0,,2.0,
1438,34.0,,IT,9.0,136951.0,2.0,38.0,5.0,7.0
1439,18.0,Female,HR,,84694.0,7.0,40.0,4.0,2.0
1440,42.0,Female,HR,6.0,38635.0,2.0,,1.0,
1441,60.0,Male,Marketing,6.0,75252.0,5.0,16.0,3.0,
1442,57.0,Female,Finance,13.0,106643.0,10.0,10.0,4.0,0.0
1443,59.0,Male,HR,14.0,89754.0,9.0,18.0,5.0,10.0
1444,42.0,Male,HR,4.0,99017.0,,20.0,1.0,
1445,56.0,Female,Finance,4.0,52077.0,,2.0,4.0,6.0
1446,52.0,Male,IT,3.0,96953.0,3.0,,1.0,5.0
1447,20.0,Male,Marketing,19.0,117776.0,,0.0,5.0,10.0
1448,54.0,Female,Marketing,20.0,103212.0,2.0,23.0,2.0,2.0
1449,61.0,Female,Marketing,8.0,102547.0,7.0,35.0,4.0,3.0
1450,61.0,Male,HR,11.0,85861.0,4.0,,5.0,7.0
1451,47.0,Female,IT,15.0,,10.0,9.0,2.0,0.0
1452,,Female,Marketing,7.0,,5.0,39.0,2.0,1.0
1453,51.0,Male,Finance,8.0,85153.0,1.0,33.0,5.0,0.0
1454,29.0,Female,,11.0,126280.0,,,3.0,3.0
1455,36.0,Male,Sales,19.0,48668.0,9.0,22.0,5.0,5.0
1456,54.0,Male,IT,6.0,108284.0,6.0,,1.0,
1457,61.0,Female,Sales,20.0,71059.0,7.0,,3.0,5.0
1458,34.0,Other,IT,3.0,81939.0,5.0,34.0,2.0,1.0
1459,27.0,Male,Finance,2.0,145095.0,9.0,,4.0,4.0
1460,64.0,Male,HR,0.0,61898.0,10.0,,2.0,
1461,29.0,Female,HR,6.0,129281.0,5.0,15.0,4.0,5.0
1462,33.0,Male,IT,8.0,78561.0,6.0,,4.0,
1463,41.0,Male,Marketing,1.0,122910.0,10.0,0.0,5.0,9.0
1464,36.0,Male,Sales,6.0,117473.0,9.0,8.0,,
1465,25.0,Female,Finance,9.0,53836.0,5.0,,,2.0
1466,48.0,Male,Marketing,1.0,90420.0,4.0,36.0,5.0,
1467,38.0,Male,HR,12.0,126778.0,5.0,16.0,2.0,8.0
1468,34.0,Female,Marketing,2.0,38911.0,5.0,2.0,5.0,
1469,40.0,Female,Sales,12.0,56035.0,5.0,37.0,5.0,
1470,54.0,Female,HR,9.0,54993.0,,,4.0,9.0
1471,33.0,Male,IT,11.0,121216.0,5.0,30.0,3.0,1.0
1472,23.0,Female,Finance,2.0,79696.0,5.0,34.0,5.0,0.0
1473,25.0,,Finance,19.0,102496.0,1.0,37.0,5.0,
1474,42.0,Male,HR,5.0,103080.0,4.0,25.0,2.0,0.0
1475,35.0,Female,IT,2.0,101838.0,8.0,12.0,4.0,
1476,42.0,Male,Sales,1.0,52289.0,4.0,18.0,,3.0
1477,29.0,Male,Finance,13.0,,7.0,31.0,3.0,1.0
1478,32.0,Male,HR,14.0,,6.0,26.0,,6.0
1479,43.0,Male,Finance,17.0,88116.0,5.0,38.0,3.0,7.0
1480,58.0,Male,IT,18.0,138189.0,9.0,,,6.0
1481,62.0,Other,Sales,9.0,55644.0,,33.0,2.0,9.0
1482,43.0,Male,IT,,58279.0,5.0,18.0,1.0,8.0
1483,64.0,Male,Marketing,16.0,125446.0,10.0,18.0,2.0,0.0
1484,,Male,IT,16.0,78638.0,7.0,,4.0,9.0
1485,27.0,Female,IT,18.0,148911.0,9.0,2.0,3.0,5.0
1486,33.0,Female,Finance,3.0,143917.0,7.0,25.0,1.0,7.0
1487,24.0,Male,IT,10.0,64341.0,,5.0,4.0,8.0
1488,,Female,HR,16.0,149660.0,10.0,12.0,3.0,10.0
1489,40.0,Male,Finance,9.0,148481.0,5.0,37.0,1.0,7.0
1490,43.0,Male,,16.0,53903.0,9.0,26.0,2.0,
1491,38.0,Male,Marketing,11.0,130957.0,9.0,40.0,4.0,7.0
1492,39.0,Male,HR,9.0,96076.0,8.0,23.0,5.0,
1493,24.0,Male,IT,,64979.0,6.0,9.0,1.0,0.0
